className_funcName,doc
QcDefectRecordServiceImpl_updateQcDefectRecord,"/**
     * 修改检验单缺陷记录
     * 
     * @param qcDefectRecord 检验单缺陷记录
     * @return 结果
     */"
QcDefectRecordServiceImpl_deleteQcDefectRecordByRecordIds,"/**
     * 批量删除检验单缺陷记录
     * 
     * @param recordIds 需要删除的检验单缺陷记录主键
     * @return 结果
     */"
QcDefectRecordServiceImpl_deleteQcDefectRecordByRecordId,"/**
     * 删除检验单缺陷记录信息
     * 
     * @param recordId 检验单缺陷记录主键
     * @return 结果
     */"
QcIqcServiceImpl_selectQcIqcByIqcId,"/**
     * 查询来料检验单
     * 
     * @param iqcId 来料检验单主键
     * @return 来料检验单
     */"
QcIqcServiceImpl_selectQcIqcList,"/**
     * 查询来料检验单列表
     * 
     * @param qcIqc 来料检验单
     * @return 来料检验单
     */"
QcIqcServiceImpl_insertQcIqc,"/**
     * 新增来料检验单
     * 
     * @param qcIqc 来料检验单
     * @return 结果
     */"
QcIqcServiceImpl_updateQcIqc,"/**
     * 修改来料检验单
     * 
     * @param qcIqc 来料检验单
     * @return 结果
     */"
QcIqcServiceImpl_deleteQcIqcByIqcIds,"/**
     * 批量删除来料检验单
     * 
     * @param iqcIds 需要删除的来料检验单主键
     * @return 结果
     */"
QcIqcServiceImpl_deleteQcIqcByIqcId,"/**
     * 删除来料检验单信息
     * 
     * @param iqcId 来料检验单主键
     * @return 结果
     */"
QcDefectServiceImpl_selectQcDefectByDefectId,"/**
     * 查询常见缺陷
     * 
     * @param defectId 常见缺陷主键
     * @return 常见缺陷
     */"
QcDefectServiceImpl_selectQcDefectList,"/**
     * 查询常见缺陷列表
     * 
     * @param qcDefect 常见缺陷
     * @return 常见缺陷
     */"
QcDefectServiceImpl_insertQcDefect,"/**
     * 新增常见缺陷
     * 
     * @param qcDefect 常见缺陷
     * @return 结果
     */"
QcDefectServiceImpl_updateQcDefect,"/**
     * 修改常见缺陷
     * 
     * @param qcDefect 常见缺陷
     * @return 结果
     */"
QcDefectServiceImpl_deleteQcDefectByDefectIds,"/**
     * 批量删除常见缺陷
     * 
     * @param defectIds 需要删除的常见缺陷主键
     * @return 结果
     */"
QcDefectServiceImpl_deleteQcDefectByDefectId,"/**
     * 删除常见缺陷信息
     * 
     * @param defectId 常见缺陷主键
     * @return 结果
     */"
QcTemplateServiceImpl_selectQcTemplateByTemplateId,"/**
     * 查询检测模板
     * 
     * @param templateId 检测模板主键
     * @return 检测模板
     */"
QcTemplateServiceImpl_selectQcTemplateList,"/**
     * 查询检测模板列表
     * 
     * @param qcTemplate 检测模板
     * @return 检测模板
     */"
QcTemplateServiceImpl_insertQcTemplate,"/**
     * 新增检测模板
     * 
     * @param qcTemplate 检测模板
     * @return 结果
     */"
QcTemplateServiceImpl_updateQcTemplate,"/**
     * 修改检测模板
     * 
     * @param qcTemplate 检测模板
     * @return 结果
     */"
QcTemplateServiceImpl_deleteQcTemplateByTemplateIds,"/**
     * 批量删除检测模板
     * 
     * @param templateIds 需要删除的检测模板主键
     * @return 结果
     */"
QcTemplateServiceImpl_deleteQcTemplateByTemplateId,"/**
     * 删除检测模板信息
     * 
     * @param templateId 检测模板主键
     * @return 结果
     */"
QcOqcLineController_list,"/**
     * 查询出货检验单行列表
     */"
QcOqcLineController_export,"/**
     * 导出出货检验单行列表
     */"
QcOqcLineController_getInfo,"/**
     * 获取出货检验单行详细信息
     */"
QcOqcLineController_add,"/**
     * 新增出货检验单行
     */"
QcOqcLineController_edit,"/**
     * 修改出货检验单行
     */"
QcOqcLineController_remove,"/**
     * 删除出货检验单行
     */"
QcOqcController_list,"/**
     * 查询出货检验单列表
     */"
QcOqcController_export,"/**
     * 导出出货检验单列表
     */"
QcOqcController_getInfo,"/**
     * 获取出货检验单详细信息
     */"
QcOqcController_add,"/**
     * 新增出货检验单
     */"
QcOqcController_edit,"/**
     * 修改出货检验单
     */"
QcOqcController_remove,"/**
     * 删除出货检验单
     */"
QcOqcController_generateLine,"/**
     * 根据头信息生成行信息
     * @param oqc
     */"
QcTemplateIndexController_list,"/**
     * 查询检测模板-检测项列表
     */"
QcTemplateIndexController_export,"/**
     * 导出检测模板-检测项列表
     */"
QcTemplateIndexController_getInfo,"/**
     * 获取检测模板-检测项详细信息
     */"
QcTemplateIndexController_add,"/**
     * 新增检测模板-检测项
     */"
QcTemplateIndexController_edit,"/**
     * 修改检测模板-检测项
     */"
QcTemplateIndexController_remove,"/**
     * 删除检测模板-检测项
     */"
QcIpqcLineController_list,"/**
     * 查询过程检验单行列表
     */"
QcIpqcLineController_export,"/**
     * 导出过程检验单行列表
     */"
QcIpqcLineController_getInfo,"/**
     * 获取过程检验单行详细信息
     */"
QcIpqcLineController_add,"/**
     * 新增过程检验单行
     */"
QcIpqcLineController_edit,"/**
     * 修改过程检验单行
     */"
QcIpqcLineController_remove,"/**
     * 删除过程检验单行
     */"
QcDefectRecordController_list,"/**
     * 查询检验单缺陷记录列表
     */"
QcDefectRecordController_export,"/**
     * 导出检验单缺陷记录列表
     */"
QcDefectRecordController_getInfo,"/**
     * 获取检验单缺陷记录详细信息
     */"
QcDefectRecordController_add,"/**
     * 新增检验单缺陷记录
     */"
QcDefectRecordController_updateList,"/**
     * 修改来料检验单缺陷记录
     */"
QcDefectRecordController_remove,"/**
     * 删除检验单缺陷记录
     */"
QcIpqcController_list,"/**
     * 查询过程检验单列表
     */"
QcIpqcController_export,"/**
     * 导出过程检验单列表
     */"
QcIpqcController_getInfo,"/**
     * 获取过程检验单详细信息
     */"
QcIpqcController_add,"/**
     * 新增过程检验单
     */"
QcIpqcController_edit,"/**
     * 修改过程检验单
     */"
QcIpqcController_remove,"/**
     * 删除过程检验单
     */"
QcIpqcController_generateLine,"/**
     * 根据头信息生成行信息
     * @param iqc
     */"
QcDefectController_list,"/**
     * 查询常见缺陷列表
     */"
QcDefectController_export,"/**
     * 导出常见缺陷列表
     */"
QcDefectController_getInfo,"/**
     * 获取常见缺陷详细信息
     */"
QcDefectController_add,"/**
     * 新增常见缺陷
     */"
QcDefectController_edit,"/**
     * 修改常见缺陷
     */"
QcDefectController_remove,"/**
     * 删除常见缺陷
     */"
QcTemplateProductController_list,"/**
     * 查询检测模板-产品列表
     */"
QcTemplateProductController_export,"/**
     * 导出检测模板-产品列表
     */"
QcTemplateProductController_getInfo,"/**
     * 获取检测模板-产品详细信息
     */"
QcTemplateProductController_add,"/**
     * 新增检测模板-产品
     */"
QcTemplateProductController_edit,"/**
     * 修改检测模板-产品
     */"
QcTemplateProductController_remove,"/**
     * 删除检测模板-产品
     */"
QcTemplateIndexMobController_getLines,"/**
     * 根据物料产品和质检类型查询对应的质检模板行信息
     */"
QcIndexController_list,"/**
     * 查询检测项列表
     */"
QcIndexController_export,"/**
     * 导出检测项列表
     */"
QcIndexController_getInfo,"/**
     * 获取检测项详细信息
     */"
QcIndexController_add,"/**
     * 新增检测项
     */"
QcIndexController_edit,"/**
     * 修改检测项
     */"
QcIndexController_remove,"/**
     * 删除检测项
     */"
QcIqcController_list,"/**
     * 查询来料检验单列表
     */"
QcIqcController_export,"/**
     * 导出来料检验单列表
     */"
QcIqcController_getInfo,"/**
     * 获取来料检验单详细信息
     */"
QcIqcController_add,"/**
     * 新增来料检验单
     */"
QcIqcController_edit,"/**
     * 修改来料检验单
     */"
QcIqcController_remove,"/**
     * 删除来料检验单
     */"
QcIqcController_generateLine,"/**
     * 根据头信息生成行信息
     * @param iqc
     */"
QcTemplateController_list,"/**
     * 查询检测模板列表
     */"
QcTemplateController_export,"/**
     * 导出检测模板列表
     */"
QcTemplateController_getInfo,"/**
     * 获取检测模板详细信息
     */"
QcTemplateController_add,"/**
     * 新增检测模板
     */"
QcTemplateController_edit,"/**
     * 修改检测模板
     */"
QcTemplateController_remove,"/**
     * 删除检测模板
     */"
QcIqcLineController_list,"/**
     * 查询来料检验单行列表
     */"
QcIqcLineController_export,"/**
     * 导出来料检验单行列表
     */"
QcIqcLineController_getInfo,"/**
     * 获取来料检验单行详细信息
     */"
QcIqcLineController_add,"/**
     * 新增来料检验单行
     */"
QcIqcLineController_edit,"/**
     * 修改来料检验单行
     */"
QcIqcLineController_remove,"/**
     * 删除来料检验单行
     */"
DvCheckPlanServiceImpl_selectDvCheckPlanByPlanId,"/**
     * 查询设备点检计划头
     * 
     * @param planId 设备点检计划头主键
     * @return 设备点检计划头
     */"
DvCheckPlanServiceImpl_selectDvCheckPlanList,"/**
     * 查询设备点检计划头列表
     * 
     * @param dvCheckPlan 设备点检计划头
     * @return 设备点检计划头
     */"
DvCheckPlanServiceImpl_insertDvCheckPlan,"/**
     * 新增设备点检计划头
     * 
     * @param dvCheckPlan 设备点检计划头
     * @return 结果
     */"
DvCheckPlanServiceImpl_updateDvCheckPlan,"/**
     * 修改设备点检计划头
     * 
     * @param dvCheckPlan 设备点检计划头
     * @return 结果
     */"
DvCheckPlanServiceImpl_deleteDvCheckPlanByPlanIds,"/**
     * 批量删除设备点检计划头
     * 
     * @param planIds 需要删除的设备点检计划头主键
     * @return 结果
     */"
DvCheckPlanServiceImpl_deleteDvCheckPlanByPlanId,"/**
     * 删除设备点检计划头信息
     * 
     * @param planId 设备点检计划头主键
     * @return 结果
     */"
DvRepairLineServiceImpl_selectDvRepairLineByLineId,"/**
     * 查询设备维修单行
     * 
     * @param lineId 设备维修单行主键
     * @return 设备维修单行
     */"
DvRepairLineServiceImpl_selectDvRepairLineList,"/**
     * 查询设备维修单行列表
     * 
     * @param dvRepairLine 设备维修单行
     * @return 设备维修单行
     */"
DvRepairLineServiceImpl_insertDvRepairLine,"/**
     * 新增设备维修单行
     * 
     * @param dvRepairLine 设备维修单行
     * @return 结果
     */"
DvRepairLineServiceImpl_updateDvRepairLine,"/**
     * 修改设备维修单行
     * 
     * @param dvRepairLine 设备维修单行
     * @return 结果
     */"
DvRepairLineServiceImpl_deleteDvRepairLineByLineIds,"/**
     * 批量删除设备维修单行
     * 
     * @param lineIds 需要删除的设备维修单行主键
     * @return 结果
     */"
DvRepairLineServiceImpl_deleteDvRepairLineByLineId,"/**
     * 删除设备维修单行信息
     * 
     * @param lineId 设备维修单行主键
     * @return 结果
     */"
DvCheckMachineryServiceImpl_selectDvCheckMachineryByRecordId,"/**
     * 查询点检设备
     * 
     * @param recordId 点检设备主键
     * @return 点检设备
     */"
DvCheckMachineryServiceImpl_selectDvCheckMachineryList,"/**
     * 查询点检设备列表
     * 
     * @param dvCheckMachinery 点检设备
     * @return 点检设备
     */"
DvCheckMachineryServiceImpl_insertDvCheckMachinery,"/**
     * 新增点检设备
     * 
     * @param dvCheckMachinery 点检设备
     * @return 结果
     */"
DvCheckMachineryServiceImpl_updateDvCheckMachinery,"/**
     * 修改点检设备
     * 
     * @param dvCheckMachinery 点检设备
     * @return 结果
     */"
DvCheckMachineryServiceImpl_deleteDvCheckMachineryByRecordIds,"/**
     * 批量删除点检设备
     * 
     * @param recordIds 需要删除的点检设备主键
     * @return 结果
     */"
DvCheckMachineryServiceImpl_deleteDvCheckMachineryByRecordId,"/**
     * 删除点检设备信息
     * 
     * @param recordId 点检设备主键
     * @return 结果
     */"
DvMachineryServiceImpl_selectDvMachineryByMachineryId,"/**
     * 查询设备
     * 
     * @param machineryId 设备主键
     * @return 设备
     */"
DvMachineryServiceImpl_selectDvMachineryList,"/**
     * 查询设备列表
     * 
     * @param dvMachinery 设备
     * @return 设备
     */"
DvMachineryServiceImpl_insertDvMachinery,"/**
     * 新增设备
     * 
     * @param dvMachinery 设备
     * @return 结果
     */"
DvMachineryServiceImpl_updateDvMachinery,"/**
     * 修改设备
     * 
     * @param dvMachinery 设备
     * @return 结果
     */"
